Date,Actual,Predicted,all_dates,dates,real_dates
2004-10-09,378.653,379.889,2004-10-09,2004-10-09,
2004-10-10,378.657,378.891,2004-10-10,2004-10-10,
2004-10-11,378.664,380.108,2004-10-11,2004-10-11,
2004-10-12,378.675,379.701,2004-10-12,2004-10-12,
2004-10-13,378.689,380.334,2004-10-13,2004-10-13,
2004-10-14,378.706,380.743,2004-10-14,2004-10-14,
2004-10-15,378.726,380.463,2004-10-15,2004-10-15,
2004-10-16,378.750,380.722,2004-10-16,2004-10-16,
2004-10-17,378.777,380.447,2004-10-17,2004-10-17,
2004-10-18,378.807,380.254,2004-10-18,2004-10-18,
2004-10-19,378.840,380.512,2004-10-19,2004-10-19,
2004-10-20,378.877,380.974,2004-10-20,2004-10-20,
2004-10-21,378.916,380.600,2004-10-21,2004-10-21,
2004-10-22,378.959,380.702,2004-10-22,2004-10-22,
2004-10-23,379.005,380.658,2004-10-23,2004-10-23,
2004-10-24,379.053,380.859,2004-10-24,2004-10-24,
2004-10-25,379.105,381.238,2004-10-25,2004-10-25,
2004-10-26,379.160,381.436,2004-10-26,2004-10-26,
2004-10-27,379.217,381.135,2004-10-27,2004-10-27,
2004-10-28,379.277,380.220,2004-10-28,2004-10-28,
2004-10-29,379.340,381.132,2004-10-29,2004-10-29,
2004-10-30,379.406,380.089,2004-10-30,2004-10-30,
2004-10-31,379.474,380.922,2004-10-31,2004-10-31,
2004-11-01,379.544,379.754,2004-11-01,2004-11-01,
2004-11-02,379.618,380.925,2004-11-02,2004-11-02,
2004-11-03,379.693,380.202,2004-11-03,2004-11-03,
2004-11-04,379.771,381.478,2004-11-04,2004-11-04,
2004-11-05,379.852,380.418,2004-11-05,2004-11-05,
2004-11-06,379.934,381.570,2004-11-06,2004-11-06,
2004-11-07,380.019,380.737,2004-11-07,2004-11-07,
2004-11-08,380.106,381.683,2004-11-08,2004-11-08,
2004-11-09,380.195,381.763,2004-11-09,2004-11-09,
2004-11-10,380.286,382.054,2004-11-10,2004-11-10,
2004-11-11,380.379,381.609,2004-11-11,2004-11-11,
2004-11-12,380.474,382.051,2004-11-12,2004-11-12,
2004-11-13,380.570,381.187,2004-11-13,2004-11-13,
2004-11-14,380.669,381.751,2004-11-14,2004-11-14,
2004-11-15,380.769,381.352,2004-11-15,2004-11-15,
2004-11-16,380.870,381.548,2004-11-16,2004-11-16,
2004-11-17,380.974,380.927,2004-11-17,2004-11-17,
2004-11-18,381.078,381.609,2004-11-18,2004-11-18,
2004-11-19,381.185,380.869,2004-11-19,2004-11-19,
2004-11-20,381.292,382.218,2004-11-20,2004-11-20,
2004-11-21,381.401,381.011,2004-11-21,2004-11-21,
2004-11-22,381.512,386.201,2004-11-22,2004-11-22,
2004-11-23,381.623,381.887,2004-11-23,2004-11-23,
2004-11-24,381.736,389.181,2004-11-24,2004-11-24,
2004-11-25,381.850,382.851,2004-11-25,2004-11-25,
2004-11-26,381.965,386.070,2004-11-26,2004-11-26,
2004-11-27,382.081,380.911,2004-11-27,2004-11-27,
2004-11-28,382.198,386.794,2004-11-28,2004-11-28,
2004-11-29,382.317,381.749,2004-11-29,2004-11-29,
2004-11-30,382.436,384.959,2004-11-30,2004-11-30,
2004-12-01,382.555,381.100,2004-12-01,2004-12-01,
2004-12-02,382.676,383.014,2004-12-02,2004-12-02,
2004-12-03,382.798,380.798,2004-12-03,2004-12-03,
2004-12-04,382.920,381.316,2004-12-04,2004-12-04,
2004-12-05,383.043,380.733,2004-12-05,2004-12-05,
2004-12-06,383.166,381.268,2004-12-06,2004-12-06,
2004-12-07,383.291,380.123,2004-12-07,2004-12-07,
2004-12-08,383.416,381.556,2004-12-08,2004-12-08,
2004-12-09,383.541,380.331,2004-12-09,2004-12-09,
2004-12-10,383.667,381.391,2004-12-10,2004-12-10,
2004-12-11,383.793,380.033,2004-12-11,2004-12-11,
2004-12-12,383.920,380.239,2004-12-12,2004-12-12,
2004-12-13,384.047,379.655,2004-12-13,2004-12-13,
2004-12-14,384.175,380.056,2004-12-14,2004-12-14,
2004-12-15,384.303,381.125,2004-12-15,2004-12-15,
2004-12-16,384.431,381.314,2004-12-16,2004-12-16,
2004-12-17,384.559,382.484,2004-12-17,2004-12-17,
2004-12-18,384.688,380.311,2004-12-18,2004-12-18,
2004-12-19,384.817,383.343,2004-12-19,2004-12-19,
2004-12-20,384.946,379.685,2004-12-20,2004-12-20,
2004-12-21,385.075,383.820,2004-12-21,2004-12-21,
2004-12-22,385.204,380.674,2004-12-22,2004-12-22,
2004-12-23,385.334,383.277,2004-12-23,2004-12-23,
2004-12-24,385.463,380.411,2004-12-24,2004-12-24,
2004-12-25,385.592,379.721,2004-12-25,2004-12-25,
2004-12-26,385.722,379.770,2004-12-26,2004-12-26,
2004-12-27,385.851,379.631,2004-12-27,2004-12-27,
2004-12-28,385.980,380.859,2004-12-28,2004-12-28,
2004-12-29,386.109,380.066,2004-12-29,2004-12-29,
2004-12-30,386.238,380.801,2004-12-30,2004-12-30,
2004-12-31,386.366,381.279,2004-12-31,2004-12-31,
2005-01-01,386.495,381.682,2005-01-01,2005-01-01,
2005-01-02,386.622,384.588,2005-01-02,2005-01-02,
2005-01-03,386.750,382.925,2005-01-03,2005-01-03,
2005-01-04,386.877,387.408,2005-01-04,2005-01-04,
2005-01-05,387.004,382.093,2005-01-05,2005-01-05,
2005-01-06,387.131,385.775,2005-01-06,2005-01-06,
2005-01-07,387.257,383.023,2005-01-07,2005-01-07,
2005-01-08,387.382,384.593,2005-01-08,2005-01-08,
2005-01-09,387.507,387.322,2005-01-09,2005-01-09,
2005-01-10,387.631,382.460,2005-01-10,2005-01-10,
2005-01-11,387.754,382.106,2005-01-11,2005-01-11,
2005-01-12,387.877,383.282,2005-01-12,2005-01-12,
2005-01-13,387.999,381.862,2005-01-13,2005-01-13,
2005-01-14,388.120,385.560,2005-01-14,2005-01-14,
2005-01-15,388.240,385.010,2005-01-15,2005-01-15,
2005-01-16,388.359,388.659,2005-01-16,2005-01-16,
2005-01-17,388.477,383.467,2005-01-17,2005-01-17,
2005-01-18,388.595,387.431,2005-01-18,2005-01-18,
2005-01-19,388.711,382.358,2005-01-19,2005-01-19,
2005-01-20,388.825,386.061,2005-01-20,2005-01-20,
2005-01-21,388.939,383.111,2005-01-21,2005-01-21,
2005-01-22,389.051,385.346,2005-01-22,2005-01-22,
2005-01-23,389.162,384.467,2005-01-23,2005-01-23,
2005-01-24,389.272,385.447,2005-01-24,2005-01-24,
2005-01-25,389.380,384.699,2005-01-25,2005-01-25,
2005-01-26,389.486,385.247,2005-01-26,2005-01-26,
2005-01-27,389.591,384.972,2005-01-27,2005-01-27,
2005-01-28,389.694,385.421,2005-01-28,2005-01-28,
2005-01-29,389.796,385.282,2005-01-29,2005-01-29,
2005-01-30,389.895,385.509,2005-01-30,2005-01-30,
2005-01-31,389.993,385.605,2005-01-31,2005-01-31,
2005-02-01,390.088,385.572,2005-02-01,2005-02-01,
2005-02-02,390.182,385.398,2005-02-02,2005-02-02,
2005-02-03,390.273,385.227,2005-02-03,2005-02-03,
2005-02-04,390.362,385.080,2005-02-04,2005-02-04,
2005-02-05,390.449,384.905,2005-02-05,2005-02-05,
2005-02-06,390.533,384.984,2005-02-06,2005-02-06,
2005-02-07,390.615,384.889,2005-02-07,2005-02-07,
2005-02-08,390.694,385.155,2005-02-08,2005-02-08,
2005-02-09,390.770,385.402,2005-02-09,2005-02-09,
2005-02-10,390.844,385.864,2005-02-10,2005-02-10,
2005-02-11,390.915,386.697,2005-02-11,2005-02-11,
2005-02-12,390.983,386.603,2005-02-12,2005-02-12,
2005-02-13,391.048,386.894,2005-02-13,2005-02-13,
2005-02-14,391.110,387.418,2005-02-14,2005-02-14,
2005-02-15,391.169,387.022,2005-02-15,2005-02-15,
2005-02-16,391.225,388.222,2005-02-16,2005-02-16,
2005-02-17,391.277,388.650,2005-02-17,2005-02-17,
2005-02-18,391.325,394.001,2005-02-18,2005-02-18,
2005-02-19,391.371,388.387,2005-02-19,2005-02-19,
2005-02-20,391.412,390.217,2005-02-20,2005-02-20,
2005-02-21,391.450,388.784,2005-02-21,2005-02-21,
2005-02-22,391.484,389.343,2005-02-22,2005-02-22,
2005-02-23,391.514,388.267,2005-02-23,2005-02-23,
2005-02-24,391.540,388.158,2005-02-24,2005-02-24,
2005-02-25,391.562,389.282,2005-02-25,2005-02-25,
2005-02-26,391.579,387.723,2005-02-26,2005-02-26,
2005-02-27,391.592,387.734,2005-02-27,2005-02-27,
2005-02-28,391.601,387.817,2005-02-28,2005-02-28,
2005-03-01,391.605,388.542,2005-03-01,2005-03-01,
2005-03-02,391.605,388.665,2005-03-02,2005-03-02,
2005-03-03,391.599,389.418,2005-03-03,2005-03-03,
2005-03-04,391.589,389.113,2005-03-04,2005-03-04,
2005-03-05,391.574,388.417,2005-03-05,2005-03-05,
2005-03-06,391.553,389.272,2005-03-06,2005-03-06,
2005-03-07,391.528,389.561,2005-03-07,2005-03-07,
2005-03-08,391.497,390.602,2005-03-08,2005-03-08,
2005-03-09,391.461,392.843,2005-03-09,2005-03-09,
2005-03-10,391.419,393.629,2005-03-10,2005-03-10,
2005-03-11,391.372,394.563,2005-03-11,2005-03-11,
2005-03-12,391.320,394.392,2005-03-12,2005-03-12,
2005-03-13,391.261,395.515,2005-03-13,2005-03-13,
2005-03-14,391.198,390.896,2005-03-14,2005-03-14,
2005-03-15,391.128,386.940,2005-03-15,2005-03-15,
2005-03-16,391.053,388.030,2005-03-16,2005-03-16,
2005-03-17,390.972,387.818,2005-03-17,2005-03-17,
2005-03-18,390.886,386.886,2005-03-18,2005-03-18,
2005-03-19,390.793,386.877,2005-03-19,2005-03-19,
2005-03-20,390.696,387.671,2005-03-20,2005-03-20,
2005-03-21,390.592,389.577,2005-03-21,2005-03-21,
2005-03-22,390.484,389.504,2005-03-22,2005-03-22,
2005-03-23,390.369,388.256,2005-03-23,2005-03-23,
2005-03-24,390.250,389.232,2005-03-24,2005-03-24,
2005-03-25,390.125,389.244,2005-03-25,2005-03-25,
2005-03-26,389.995,388.885,2005-03-26,2005-03-26,
2005-03-27,389.860,388.305,2005-03-27,2005-03-27,
2005-03-28,389.721,388.395,2005-03-28,2005-03-28,
2005-03-29,389.576,387.965,2005-03-29,2005-03-29,
2005-03-30,389.428,388.527,2005-03-30,2005-03-30,
2005-03-31,389.275,388.818,2005-03-31,2005-03-31,
2005-04-01,389.118,389.634,2005-04-01,2005-04-01,
2005-04-02,388.956,389.227,2005-04-02,2005-04-02,
2005-04-03,388.792,388.949,2005-04-03,2005-04-03,
2005-04-04,388.624,389.311,2005-04-04,2005-04-04,
2005-04-05,388.452,389.105,2005-04-05,2005-04-05,
2005-04-06,388.278,388.798,2005-04-06,2005-04-06,
2005-04-07,388.100,389.023,2005-04-07,2005-04-07,
2005-04-08,387.920,390.126,2005-04-08,2005-04-08,
2005-04-09,387.738,390.166,2005-04-09,2005-04-09,
2005-04-10,387.554,390.161,2005-04-10,2005-04-10,
2005-04-11,387.368,390.004,2005-04-11,2005-04-11,
2005-04-12,387.181,389.156,2005-04-12,2005-04-12,
2005-04-13,386.992,389.911,2005-04-13,2005-04-13,
2005-04-14,386.803,390.130,2005-04-14,2005-04-14,
2005-04-15,386.612,389.552,2005-04-15,2005-04-15,
2005-04-16,386.421,390.181,2005-04-16,2005-04-16,
2005-04-17,386.230,391.571,2005-04-17,2005-04-17,
2005-04-18,386.038,390.940,2005-04-18,2005-04-18,
2005-04-19,385.846,389.826,2005-04-19,2005-04-19,
2005-04-20,385.655,389.633,2005-04-20,2005-04-20,
2005-04-21,385.464,390.345,2005-04-21,2005-04-21,
2005-04-22,385.273,390.104,2005-04-22,2005-04-22,
2005-04-23,385.083,389.450,2005-04-23,2005-04-23,
2005-04-24,384.893,388.718,2005-04-24,2005-04-24,
2005-04-25,384.705,388.121,2005-04-25,2005-04-25,
2005-04-26,384.517,385.908,2005-04-26,2005-04-26,
2005-04-27,384.330,388.433,2005-04-27,2005-04-27,
2005-04-28,384.144,385.167,2005-04-28,2005-04-28,
2005-04-29,383.960,385.148,2005-04-29,2005-04-29,
2005-04-30,383.777,385.241,2005-04-30,2005-04-30,
2005-05-01,383.595,385.440,2005-05-01,2005-05-01,
2005-05-02,383.415,384.961,2005-05-02,2005-05-02,
2005-05-03,383.237,384.571,2005-05-03,2005-05-03,
2005-05-04,383.061,385.002,2005-05-04,2005-05-04,
2005-05-05,382.887,384.863,2005-05-05,2005-05-05,
2005-05-06,382.715,385.012,2005-05-06,2005-05-06,
2005-05-07,382.545,385.285,2005-05-07,2005-05-07,
2005-05-08,382.378,385.357,2005-05-08,2005-05-08,
2005-05-09,382.214,385.183,2005-05-09,2005-05-09,
2005-05-10,382.052,385.009,2005-05-10,2005-05-10,
2005-05-11,381.894,385.038,2005-05-11,2005-05-11,
2005-05-12,381.739,385.157,2005-05-12,2005-05-12,
2005-05-13,381.588,384.264,2005-05-13,2005-05-13,
2005-05-14,381.441,383.452,2005-05-14,2005-05-14,
2005-05-15,381.297,383.860,2005-05-15,2005-05-15,
2005-05-16,381.158,383.849,2005-05-16,2005-05-16,
2005-05-17,381.022,383.798,2005-05-17,2005-05-17,
2005-05-18,380.892,384.205,2005-05-18,2005-05-18,
2005-05-19,380.765,384.103,2005-05-19,2005-05-19,
2005-05-20,380.644,383.306,2005-05-20,2005-05-20,
2005-05-21,380.527,383.442,2005-05-21,2005-05-21,
2005-05-22,380.414,383.298,2005-05-22,2005-05-22,
2005-05-23,380.307,383.136,2005-05-23,2005-05-23,
2005-05-24,380.204,382.893,2005-05-24,2005-05-24,
2005-05-25,380.107,382.956,2005-05-25,2005-05-25,
2005-05-26,380.015,382.726,2005-05-26,2005-05-26,
2005-05-27,379.928,382.952,2005-05-27,2005-05-27,
2005-05-28,379.846,381.665,2005-05-28,2005-05-28,
2005-05-29,379.769,380.394,2005-05-29,2005-05-29,
2005-05-30,379.698,381.642,2005-05-30,2005-05-30,
2005-05-31,379.632,381.021,2005-05-31,2005-05-31,
2005-06-01,379.572,381.688,2005-06-01,2005-06-01,
2005-06-02,379.517,382.767,2005-06-02,2005-06-02,
2005-06-03,379.468,380.646,2005-06-03,2005-06-03,
2005-06-04,379.425,380.232,2005-06-04,2005-06-04,
2005-06-05,379.386,380.254,2005-06-05,2005-06-05,
2005-06-06,379.353,380.353,2005-06-06,2005-06-06,
2005-06-07,379.326,380.315,2005-06-07,2005-06-07,
2005-06-08,379.304,380.318,2005-06-08,2005-06-08,
2005-06-09,379.287,380.312,2005-06-09,2005-06-09,
2005-06-10,379.275,380.629,2005-06-10,2005-06-10,
2005-06-11,379.268,380.107,2005-06-11,2005-06-11,
2005-06-12,379.266,380.320,2005-06-12,2005-06-12,
2005-06-13,379.269,381.273,2005-06-13,2005-06-13,
2005-06-14,379.276,381.692,2005-06-14,2005-06-14,
2005-06-15,379.287,381.457,2005-06-15,2005-06-15,
2005-06-16,379.303,380.460,2005-06-16,2005-06-16,
2005-06-17,379.322,380.397,2005-06-17,2005-06-17,
2005-06-18,379.345,380.351,2005-06-18,2005-06-18,
2005-06-19,379.372,380.636,2005-06-19,2005-06-19,
2005-06-20,379.402,380.509,2005-06-20,2005-06-20,
2005-06-21,379.435,380.467,2005-06-21,2005-06-21,
2005-06-22,379.471,380.690,2005-06-22,2005-06-22,
2005-06-23,379.509,380.308,2005-06-23,2005-06-23,
2005-06-24,379.551,380.502,2005-06-24,2005-06-24,
2005-06-25,379.594,381.102,2005-06-25,2005-06-25,
2005-06-26,379.640,380.712,2005-06-26,2005-06-26,
2005-06-27,379.688,380.379,2005-06-27,2005-06-27,
2005-06-28,379.738,380.707,2005-06-28,2005-06-28,
2005-06-29,379.789,380.641,2005-06-29,2005-06-29,
2005-06-30,379.842,381.537,2005-06-30,2005-06-30,
2005-07-01,379.897,380.457,2005-07-01,2005-07-01,
2005-07-02,379.953,381.311,2005-07-02,2005-07-02,
2005-07-03,380.010,380.788,2005-07-03,2005-07-03,
2005-07-04,380.068,382.310,2005-07-04,2005-07-04,
2005-07-05,380.128,381.866,2005-07-05,2005-07-05,
2005-07-06,380.188,383.104,2005-07-06,2005-07-06,
2005-07-07,380.250,384.205,2005-07-07,2005-07-07,
2005-07-08,380.312,384.004,2005-07-08,2005-07-08,
2005-07-09,380.375,386.801,2005-07-09,2005-07-09,
2005-07-10,380.439,384.046,2005-07-10,2005-07-10,
2005-07-11,380.503,384.162,2005-07-11,2005-07-11,
2005-07-12,380.568,384.158,2005-07-12,2005-07-12,
2005-07-13,380.634,383.836,2005-07-13,2005-07-13,
2005-07-14,380.701,383.143,2005-07-14,2005-07-14,
2005-07-15,380.769,383.218,2005-07-15,2005-07-15,
2005-07-16,380.837,382.412,2005-07-16,2005-07-16,
2005-07-17,380.906,381.360,2005-07-17,2005-07-17,
2005-07-18,380.976,381.526,2005-07-18,2005-07-18,
2005-07-19,381.047,381.512,2005-07-19,2005-07-19,
2005-07-20,381.118,380.875,2005-07-20,2005-07-20,
2005-07-21,381.191,380.415,2005-07-21,2005-07-21,
2005-07-22,381.265,379.796,2005-07-22,2005-07-22,
2005-07-23,381.340,379.935,2005-07-23,2005-07-23,
2005-07-24,381.416,379.904,2005-07-24,2005-07-24,
2005-07-25,381.494,379.817,2005-07-25,2005-07-25,
2005-07-26,381.572,380.201,2005-07-26,2005-07-26,
2005-07-27,381.653,379.988,2005-07-27,2005-07-27,
2005-07-28,381.734,380.133,2005-07-28,2005-07-28,
2005-07-29,381.818,379.890,2005-07-29,2005-07-29,
2005-07-30,381.903,380.017,2005-07-30,2005-07-30,
2005-07-31,381.989,379.723,2005-07-31,2005-07-31,
2005-08-01,382.078,380.635,2005-08-01,2005-08-01,
2005-08-02,382.168,380.328,2005-08-02,2005-08-02,
2005-08-03,382.260,380.191,2005-08-03,2005-08-03,
2005-08-04,382.354,379.844,2005-08-04,2005-08-04,
2005-08-05,382.449,380.058,2005-08-05,2005-08-05,
2005-08-06,382.547,380.058,2005-08-06,2005-08-06,
2005-08-07,382.646,379.954,2005-08-07,2005-08-07,
2005-08-08,382.747,380.016,2005-08-08,2005-08-08,
2005-08-09,382.849,380.139,2005-08-09,2005-08-09,
2005-08-10,382.953,380.007,2005-08-10,2005-08-10,
2005-08-11,383.059,379.917,2005-08-11,2005-08-11,
2005-08-12,383.166,380.034,2005-08-12,2005-08-12,
2005-08-13,383.274,380.069,2005-08-13,2005-08-13,
2005-08-14,383.384,380.044,2005-08-14,2005-08-14,
2005-08-15,383.494,379.969,2005-08-15,2005-08-15,
2005-08-16,383.606,379.992,2005-08-16,2005-08-16,
2005-08-17,383.718,379.939,2005-08-17,2005-08-17,
2005-08-18,383.831,380.055,2005-08-18,2005-08-18,
2005-08-19,383.945,380.084,2005-08-19,2005-08-19,
2005-08-20,384.059,379.968,2005-08-20,2005-08-20,
2005-08-21,384.173,378.019,2005-08-21,2005-08-21,
2005-08-22,384.287,380.140,2005-08-22,2005-08-22,
2005-08-23,384.400,377.685,2005-08-23,2005-08-23,
2005-08-24,384.513,378.505,2005-08-24,2005-08-24,
2005-08-25,384.626,379.635,2005-08-25,2005-08-25,
2005-08-26,384.737,379.217,2005-08-26,2005-08-26,
2005-08-27,384.848,379.050,2005-08-27,2005-08-27,
2005-08-28,384.957,379.665,2005-08-28,2005-08-28,
2005-08-29,385.065,378.646,2005-08-29,2005-08-29,
2005-08-30,385.171,378.953,2005-08-30,2005-08-30,
2005-08-31,385.276,379.168,2005-08-31,2005-08-31,
2005-09-01,385.379,378.924,2005-09-01,2005-09-01,
2005-09-02,385.479,379.305,2005-09-02,2005-09-02,
2005-09-03,385.578,379.408,2005-09-03,2005-09-03,
2005-09-04,385.674,379.189,2005-09-04,2005-09-04,
2005-09-05,385.768,379.140,2005-09-05,2005-09-05,
2005-09-06,385.859,379.542,2005-09-06,2005-09-06,
2005-09-07,385.947,379.718,2005-09-07,2005-09-07,
2005-09-08,386.033,379.424,2005-09-08,2005-09-08,
2005-09-09,386.117,379.863,2005-09-09,2005-09-09,
2005-09-10,386.197,379.537,2005-09-10,2005-09-10,
2005-09-11,386.275,379.979,2005-09-11,2005-09-11,
2005-09-12,386.349,382.118,2005-09-12,2005-09-12,
2005-09-13,386.421,379.714,2005-09-13,2005-09-13,
2005-09-14,386.490,381.499,2005-09-14,2005-09-14,
2005-09-15,386.557,380.478,2005-09-15,2005-09-15,
2005-09-16,386.620,380.803,2005-09-16,2005-09-16,
2005-09-17,386.680,379.765,2005-09-17,2005-09-17,
2005-09-18,386.738,379.964,2005-09-18,2005-09-18,
2005-09-19,386.793,378.983,2005-09-19,2005-09-19,
2005-09-20,386.845,378.900,2005-09-20,2005-09-20,
2005-09-21,386.895,378.560,2005-09-21,2005-09-21,
2005-09-22,386.942,379.261,2005-09-22,2005-09-22,
2005-09-23,386.986,380.347,2005-09-23,2005-09-23,
2005-09-24,387.028,381.453,2005-09-24,2005-09-24,
2005-09-25,387.067,382.262,2005-09-25,2005-09-25,
2005-09-26,387.104,382.355,2005-09-26,2005-09-26,
2005-09-27,387.139,382.449,2005-09-27,2005-09-27,
2005-09-28,387.171,382.631,2005-09-28,2005-09-28,
2005-09-29,387.202,382.724,2005-09-29,2005-09-29,
2005-09-30,387.230,382.553,2005-09-30,2005-09-30,
2005-10-01,387.257,382.562,2005-10-01,2005-10-01,
2005-10-02,387.281,382.326,2005-10-02,2005-10-02,
2005-10-03,387.305,382.588,2005-10-03,2005-10-03,
2005-10-04,387.326,382.197,2005-10-04,2005-10-04,
2005-10-05,387.346,382.371,2005-10-05,2005-10-05,
2005-10-06,387.364,381.799,2005-10-06,2005-10-06,
2005-10-07,387.382,381.034,2005-10-07,2005-10-07,
2005-10-08,387.398,380.482,2005-10-08,2005-10-08,
2005-10-09,387.413,380.657,2005-10-09,2005-10-09,
2005-10-10,387.427,381.253,2005-10-10,2005-10-10,
2005-10-11,387.441,381.406,2005-10-11,2005-10-11,
2005-10-12,387.454,382.865,2005-10-12,2005-10-12,
2005-10-13,387.466,382.672,2005-10-13,2005-10-13,
2005-10-14,387.478,383.750,2005-10-14,2005-10-14,
2005-10-15,387.489,382.980,2005-10-15,2005-10-15,
2005-10-16,387.501,386.175,2005-10-16,2005-10-16,
2005-10-17,387.512,381.534,2005-10-17,2005-10-17,
2005-10-18,387.523,384.760,2005-10-18,2005-10-18,
2005-10-19,387.535,380.627,2005-10-19,2005-10-19,
2005-10-20,387.546,382.871,2005-10-20,2005-10-20,
2005-10-21,387.559,383.796,2005-10-21,2005-10-21,
2005-10-22,387.571,385.781,2005-10-22,2005-10-22,
2005-10-23,387.585,381.410,2005-10-23,2005-10-23,
2005-10-24,387.599,388.218,2005-10-24,2005-10-24,
2005-10-25,387.614,384.449,2005-10-25,2005-10-25,
2005-10-26,387.630,390.103,2005-10-26,2005-10-26,
2005-10-27,387.646,385.528,2005-10-27,2005-10-27,
2005-10-28,387.665,392.390,2005-10-28,2005-10-28,
2005-10-29,387.684,390.784,2005-10-29,2005-10-29,
2005-10-30,387.705,392.987,2005-10-30,2005-10-30,
2005-10-31,387.727,393.884,2005-10-31,2005-10-31,
2005-11-01,387.750,394.886,2005-11-01,2005-11-01,
2005-11-02,387.775,394.341,2005-11-02,2005-11-02,
2005-11-03,387.802,393.486,2005-11-03,2005-11-03,
2005-11-04,387.831,393.940,2005-11-04,2005-11-04,
2005-11-05,387.861,391.925,2005-11-05,2005-11-05,
2005-11-06,387.894,391.208,2005-11-06,2005-11-06,
2005-11-07,387.928,387.810,2005-11-07,2005-11-07,
2005-11-08,387.964,390.257,2005-11-08,2005-11-08,
2005-11-09,388.002,388.669,2005-11-09,2005-11-09,
2005-11-10,388.043,388.037,2005-11-10,2005-11-10,
2005-11-11,388.085,389.226,2005-11-11,2005-11-11,
2005-11-12,388.130,388.081,2005-11-12,2005-11-12,
2005-11-13,388.177,388.678,2005-11-13,2005-11-13,
2005-11-14,388.226,388.021,2005-11-14,2005-11-14,
2005-11-15,388.277,388.804,2005-11-15,2005-11-15,
2005-11-16,388.331,387.998,2005-11-16,2005-11-16,
2005-11-17,388.386,389.150,2005-11-17,2005-11-17,
2005-11-18,388.444,388.987,2005-11-18,2005-11-18,
2005-11-19,388.504,390.611,2005-11-19,2005-11-19,
2005-11-20,388.567,390.357,2005-11-20,2005-11-20,
2005-11-21,388.631,391.195,2005-11-21,2005-11-21,
2005-11-22,388.698,389.987,2005-11-22,2005-11-22,
2005-11-23,388.766,390.402,2005-11-23,2005-11-23,
2005-11-24,388.837,388.484,2005-11-24,2005-11-24,
2005-11-25,388.909,390.407,2005-11-25,2005-11-25,
2005-11-26,388.983,389.097,2005-11-26,2005-11-26,
2005-11-27,389.059,389.907,2005-11-27,2005-11-27,
2005-11-28,389.137,390.054,2005-11-28,2005-11-28,
2005-11-29,389.216,389.988,2005-11-29,2005-11-29,
2005-11-30,389.297,394.421,2005-11-30,2005-11-30,
2005-12-01,389.379,391.010,2005-12-01,2005-12-01,
2005-12-02,389.462,395.091,2005-12-02,2005-12-02,
2005-12-03,389.547,392.586,2005-12-03,2005-12-03,
2005-12-04,389.632,394.385,2005-12-04,2005-12-04,
2005-12-05,389.719,393.120,2005-12-05,2005-12-05,
2005-12-06,389.807,395.459,2005-12-06,2005-12-06,
2005-12-07,389.895,393.211,2005-12-07,2005-12-07,
2005-12-08,389.984,392.836,2005-12-08,2005-12-08,
2005-12-09,390.074,392.325,2005-12-09,2005-12-09,
2005-12-10,390.164,393.432,2005-12-10,2005-12-10,
2005-12-11,390.255,392.718,2005-12-11,2005-12-11,
2005-12-12,390.346,394.962,2005-12-12,2005-12-12,
2005-12-13,390.437,394.294,2005-12-13,2005-12-13,
2005-12-14,390.529,392.498,2005-12-14,2005-12-14,
2005-12-15,390.620,391.916,2005-12-15,2005-12-15,
2005-12-16,390.712,391.303,2005-12-16,2005-12-16,
2005-12-17,390.803,391.006,2005-12-17,2005-12-17,
2005-12-18,390.894,391.092,2005-12-18,2005-12-18,
2005-12-19,390.985,390.880,2005-12-19,2005-12-19,
2005-12-20,391.076,390.844,2005-12-20,2005-12-20,
2005-12-21,391.166,389.966,2005-12-21,2005-12-21,
2005-12-22,391.256,390.042,2005-12-22,2005-12-22,
2005-12-23,391.345,389.693,2005-12-23,2005-12-23,
2005-12-24,391.433,389.885,2005-12-24,2005-12-24,
2005-12-25,391.520,388.786,2005-12-25,2005-12-25,
2005-12-26,391.607,388.207,2005-12-26,2005-12-26,
2005-12-27,391.692,387.481,2005-12-27,2005-12-27,
2005-12-28,391.777,386.382,2005-12-28,2005-12-28,
2005-12-29,391.860,386.684,2005-12-29,2005-12-29,
2005-12-30,391.942,387.100,2005-12-30,2005-12-30,
2005-12-31,392.023,387.180,2005-12-31,2005-12-31,
2006-01-01,392.102,386.922,2006-01-01,2006-01-01,
2006-01-02,392.180,386.674,2006-01-02,2006-01-02,
2006-01-03,392.256,387.512,2006-01-03,2006-01-03,
2006-01-04,392.331,387.073,2006-01-04,2006-01-04,
2006-01-05,392.403,387.058,2006-01-05,2006-01-05,
2006-01-06,392.474,386.747,2006-01-06,2006-01-06,
2006-01-07,392.543,385.605,2006-01-07,2006-01-07,
2006-01-08,392.611,385.245,2006-01-08,2006-01-08,
2006-01-09,392.676,384.954,2006-01-09,2006-01-09,
2006-01-10,392.738,384.118,2006-01-10,2006-01-10,
2006-01-11,392.799,386.586,2006-01-11,2006-01-11,
2006-01-12,392.857,385.641,2006-01-12,2006-01-12,
2006-01-13,392.913,391.757,2006-01-13,2006-01-13,
2006-01-14,392.967,389.019,2006-01-14,2006-01-14,
2006-01-15,393.018,392.310,2006-01-15,2006-01-15,
2006-01-16,393.066,387.721,2006-01-16,2006-01-16,
